MonDO axiom predicate,predicate label,"MonDO axiom ""some values from"" object",object label,count
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002373,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002391,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002411,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002453,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002486,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002495,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002512,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003216,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003292,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003532,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003547,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003608,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003679,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003684,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003689,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003707,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003957,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0004014,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0004085,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0004117,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0004363,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0004768,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0004781,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0004917,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0005057,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0005352,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0005610,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0006321,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0006589,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0006666,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0006692,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0006956,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0007329,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0008822,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0008846,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0008946,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0010145,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0010284,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0010391,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0011374,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0011390,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0011597,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0011601,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0011602,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0012303,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0012320,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0012337,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0013165,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0013231,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0014385,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0015215,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0015423,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0016525,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0018149,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0022276,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0022277,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0035109,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0035228,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0035289,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0036214,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0036266,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0036274,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0036301,,1
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_1000011,,1
http://purl.obolibrary.org/obo/RO_0004025,disease causes dysfunction of,http://purl.obolibrary.org/obo/CL_0000492,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0002376,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0003845,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0004252,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0006776,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0007595,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0019395,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0030073,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0030103,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0035176,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0042713,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0042747,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0043084,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0044381,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0045061,,1
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0045453,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0001920,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0001928,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0002410,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0002870,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0003225,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0004841,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0004905,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0008169,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0008321,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0012205,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0025132,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/HP_0025234,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0001273,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0004948,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0005053,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0005070,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0005071,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0005111,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0005344,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0005364,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0007699,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0008383,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0012268,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0021166,,1
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,http://purl.obolibrary.org/obo/MONDO_0037747,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0001802,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0003810,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0003867,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0003940,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004000,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004155,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004252,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004339,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004345,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004346,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004348,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004357,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004415,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004485,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004555,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004557,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004561,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004566,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004757,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0005243,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0005381,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0005594,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0006517,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0006707,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0007249,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0007595,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0008480,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0010669,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0015068,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0015108,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0015136,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0015152,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0015889,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0016116,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0016175,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0016250,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0016937,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0017099,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0017168,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0018271,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0019221,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0019229,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0030731,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0033490,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0033844,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0035898,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0036374,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0042632,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0047045,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0047598,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0047708,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0047865,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0070330,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0070626,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0070991,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0102175,,1
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_1901999,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10006,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10012,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10024,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1012,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1014,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10254,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10257,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10263,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10274,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10288,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10295,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/103,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1037,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10379,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1040,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1041,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10432,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1044,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10457,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10468,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10484,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/105,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10519,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10521,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10524,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10535,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10536,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10542,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10547,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10548,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10549,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10555,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10560,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1058,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10586,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10592,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10606,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1062,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10648,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1067,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10680,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10683,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10701,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10702,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1071,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10723,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10727,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10729,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10771,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10778,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10801,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10805,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10806,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10808,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10809,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10818,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10825,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10848,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10872,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10882,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10887,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10892,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10896,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10908,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10909,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10910,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10912,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10914,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10923,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1093,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10938,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10941,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10942,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10964,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10969,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10978,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10979,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10982,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10983,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10985,,1
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10989,,1
