"","mid","ml","approxDepth","pathFamily","assertionOrientation","assertedPredicate","versionedIcd","iplstr"
"398","MONDO:0006281","lung signet ring cell carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"400","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"403","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"405","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:198.89","Secondary malignant neoplasm of other specified sites"
"414","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"417","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"419","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:198.89","Secondary malignant neoplasm of other specified sites"
"425","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"428","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"430","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:198.89","Secondary malignant neoplasm of other specified sites"
"435","MONDO:0006279","lung sarcomatoid carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"436","MONDO:0006279","lung sarcomatoid carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"437","MONDO:0006279","lung sarcomatoid carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"438","MONDO:0002806","bronchogenic carcinoma",23,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"439","MONDO:0005097","squamous cell lung carcinoma",22,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"440","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"441","MONDO:0006275","lung giant cell carcinoma",26,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"442","MONDO:0003436","lung oat cell carcinoma",29,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"443","MONDO:0004973","adenosquamous lung carcinoma",26,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"444","MONDO:0003050","lung large cell carcinoma",22,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"445","MONDO:0004660","lung carcinoma in situ",23,"mondo->icd","forward","mydata:mdbxr","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"446","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"447","MONDO:0003181","lung adenoid cystic carcinoma",25,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"448","MONDO:0006049","papillary lung adenocarcinoma",27,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"450","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"451","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"452","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"453","MONDO:0008433","small cell lung carcinoma",28,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"455","MONDO:0006281","lung signet ring cell carcinoma",25,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"460","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"461","MONDO:0004991","minimally invasive lung adenocarcinoma",24,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"462","MONDO:0006279","lung sarcomatoid carcinoma",25,"mondo->icd","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"463","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"464","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"465","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"466","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"471","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"472","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"473","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"474","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"475","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"478","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"479","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"480","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"481","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"482","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"483","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"484","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"485","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"486","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"487","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"488","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"489","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"490","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"491","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"492","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"493","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"494","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"495","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"496","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"497","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"498","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"499","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"500","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"501","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"502","MONDO:0005933","pulmonary blastoma",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"503","MONDO:0005138","lung carcinoma",19,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"504","MONDO:0004660","lung carcinoma in situ",23,"mondo->icd","forward","mydata:mdbxr","ICD10CM:D02.20","Carcinoma in situ of unspecified bronchus and lung"
"505","MONDO:0004660","lung carcinoma in situ",23,"mondo->icd","forward","mydata:mdbxr","ICD10CM:D02.2","Carcinoma in situ of bronchus and lung"
"506","MONDO:0004660","lung carcinoma in situ",23,"mondo->icd","forward","mydata:mdbxr","ICD10CM:D02.21","Carcinoma in situ of right bronchus and lung"
"507","MONDO:0004660","lung carcinoma in situ",23,"mondo->icd","forward","mydata:mdbxr","ICD10CM:D02.22","Carcinoma in situ of left bronchus and lung"
"508","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"509","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"510","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"511","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"512","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"513","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"514","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"515","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"516","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"517","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"518","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"519","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"520","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"521","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"522","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"523","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"524","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"525","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"526","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"527","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"528","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"529","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"530","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"531","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"532","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"533","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"538","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"539","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"540","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"541","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"542","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"543","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"544","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"545","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"546","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"547","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"548","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"549","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"550","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"551","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"552","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"553","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"554","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"555","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"556","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"557","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"558","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"559","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"560","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"561","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"562","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"563","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"564","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"565","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"566","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"567","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"568","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"569","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"570","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"571","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"572","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"573","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"574","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"575","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"576","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"577","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"578","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"579","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"580","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"581","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"582","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"583","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"584","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"585","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"586","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"587","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"588","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"589","MONDO:0008433","small cell lung carcinoma",28,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"590","MONDO:0008433","small cell lung carcinoma",28,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"591","MONDO:0008433","small cell lung carcinoma",28,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"592","MONDO:0008433","small cell lung carcinoma",28,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"594","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"595","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"596","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"597","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"598","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"599","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
